----------Proj-----------
prID,prStatus,StartDt,EndDt,prCap,PrimaryRel,PrimaryApp,actCostTot,workingFcst,pfourMarkBudg,markedBudg,actBudgVar,prePstDefTot,aetDefTot,defsPerMil,pstDefsPMil,prDom,prComp,baArchDevHrsPerDef,p4VelGateDt,actCostLabor,actCostHWSW,actCostKBC,PCRCt,invCateg,EBNCt,hrsTot,hrsTypeCons,hrsTypeFTE,hrsTypeKBC,hrsTypeOSVNear,hrsTypeOSVOff,hrsTypeOSVOn,hrsArch,hrsBA,hrsDev,hrsInf,hrsOther,hrsPM,hrsPS,hrsQA,hrsRsGeneric,hrsRsNamed,hrsDomA,hrsDomB,hrsDomF,hrsDomC,hrsDomD,hrsDomE,hrsDomS,hrsDomG,hrsDomH,hrsDomV,hrsDomT,hrsDomV2,hrsDomE2,hrsDomDD,hrsDomU,hrsDomW,hrsDomR,hrsDomZ,hrsDomI,hrsDomK,hrsDomL,hrsDomM,hrsDomOther,hrsDomN,hrsDomO,hrsDomP,hrsDomU2,expTeam,expPM,expBA,expArch,expDev,expQA,expInf,expPS,hrsKurTot,hrsBAArchDevOSVTot,hrsBAArchDevOffTot,pctBAArchDevOffsh,pr80PctDt,prStartDayOfYear
P369,A1171,1,11,5,0,5,0.15,2,0,0,0,1,0,0,0,2,1,0,1,0,5,11,1
P369,A1407,1,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
P369,A1526,2,18,1,0,1,0.03,18,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0
P369,A1475,1,14,1,0,1,0.03,14,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0
P369,A1330,2,134,2,0,2,0.06,67,0,0,1,1,0,0,0,0,0,0,0,0,2,134,1
P369,A1106,2,53,2,0,2,0.06,26,0,0,0,1,1,0,0,0,0,0,0,0,2,53,1
P369,A1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P369,A1356,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
P369,A1214,2,104,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
P369,A1418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P369,A1141,2,161,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0
P369,A1464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P369,A1416,1,184,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
P369,A1221,1,156,3,0,3,0.09,52,0,0,0,0,2,0,0,1,0,0,0,0,3,156,0
P369,A1190,1,94,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
P369,A1537,1,109,3,0,3,0.09,36,0,0,0,1,0,0,0,0,1,1,0,0,3,109,1
P369,A1457,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
P369,A1432,1,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
P369,A1339,1,50,3,0,3,0.09,17,0,0,0,0,3,0,0,0,0,0,0,0,3,50,0
P369,A1192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P369,A1508,2,80,12,0,12,0.35,7,0,0,0,4,2,0,0,1,5,0,0,0,12,20,4
P369,A1568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P369,A1517,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P369,A1329,1,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
P369,A1169,1,9,2,0,2,0.06,4,0,0,0,1,0,0,0,1,0,0,0,0,2,9,1
P369,A1210,1,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
P667,A1171,2,21,3,0,3,0.03,7,0,0,0,0,2,0,0,1,0,0,0,0,3,21,0
P667,A1228,1,0,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
P667,A1502,1,48,1,0,1,0.01,48,0,0,0,0,0,0,0,0,0,1,0,0,1,48,0
P667,A1330,4,638,80,2,82,0.8,8,1,0,0,16,16,7,0,1,26,0,14,1,82,27.7,23
P667,A1476,2,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
P667,A1356,1,5,1,0,1,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0
P667,A1326,1,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
P667,A1463,1,78,1,0,1,0.01,78,0,0,0,1,0,0,0,0,0,0,0,0,1,78,1
P667,A1383,1,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
P667,A1490,2,154,2,0,2,0.02,77,0,0,0,0,0,0,0,0,2,0,0,0,2,154,0
P667,A1566,1,0,3,0,3,0.03,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1
P667,A1318,1,191,6,0,6,0.06,32,0,0,0,1,0,2,0,0,3,0,0,0,6,63.7,3
P667,A1401,1,0,2,0,2,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1
P790,A1506,1,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
P790,A1372,2,62,4,0,4,0.01,16,0,0,0,2,1,0,0,0,1,0,0,0,4,31,2
P790,A1358,4,505,7,2,9,0.03,56,0,0,0,5,1,1,0,1,1,0,0,0,9,84.2,6
P790,A1475,1,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
P790,A1229,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P790,A1325,4,98,7,2,9,0.03,11,0,0,0,4,1,0,0,0,2,2,0,0,9,24.5,4
P790,A1458,6,1004,23,0,23,0.07,44,0,0,4,7,0,0,0,4,6,0,0,2,23,143.4,7
P790,A1546,10,836,271,9,280,0.86,3,0,0,2,245,6,3,0,5,11,2,0,6,280,3.4,248
P790,A1431,2,37,1,0,1,0,37,0,0,0,1,0,0,0,0,0,0,0,0,1,37,1
P128,A1506,1,100,13,0,13,0.5,8,0,0,0,10,0,2,0,0,0,1,0,0,13,8.3,12
P128,A1372,2,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
P128,A1469,1,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
P128,A1294,1,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
P128,A1352,4,341,7,1,8,0.31,43,0,0,0,3,1,1,0,2,0,1,0,0,8,85.2,4
P128,A1282,1,104,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
P128,A1318,3,22,4,0,4,0.15,6,1,0,0,1,2,0,0,0,0,0,0,0,4,22,1
P128,A1401,1,0,0,1,1,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P233,A1290,2,141,5,0,5,0.03,28,0,0,0,1,0,2,0,1,0,0,1,0,5,47,3
P233,A1330,1,0,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
P233,A1476,2,657,7,0,7,0.04,94,0,0,0,2,0,3,0,0,2,0,0,0,7,131.4,5
P233,A1106,3,100,12,1,13,0.07,8,0,0,1,5,2,3,0,0,1,0,1,0,13,12.5,8
P233,A1463,2,300,1,0,1,0.01,300,0,0,0,0,1,0,0,0,0,0,0,0,1,300,0
P233,A1176,1,501,48,0,48,0.27,10,0,0,2,26,0,13,0,2,4,0,0,1,48,12.8,39
P233,A1266,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
P233,A1128,1,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
P233,A1226,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P233,A1318,2,936,89,0,89,0.5,11,0,0,0,76,0,9,0,0,0,3,1,0,89,11,85
P233,A1210,1,9,1,0,1,0.01,9,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0
P233,A1401,1,0,14,0,14,0.08,0,3,0,0,3,0,2,0,1,0,0,5,0,14,0,5
P522,A1209,2,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
P522,A1433,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
P522,A1314,5,166,17,4,21,0.32,8,0,0,0,2,1,2,0,2,8,6,0,0,21,41.5,4
P522,A1160,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
P522,A1153,2,37,2,0,2,0.03,18,0,0,0,2,0,0,0,0,0,0,0,0,2,18.5,2
P522,A1457,2,1527,14,1,15,0.23,102,1,0,0,7,3,0,0,2,1,1,0,0,15,218.1,7
P522,A1339,1,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
P522,A1182,3,110,2,0,2,0.03,55,0,0,0,0,0,2,0,0,0,0,0,0,2,55,2
P522,A1401,3,0,16,10,26,0.39,0,4,0,0,3,14,1,0,1,1,2,0,0,26,0,4
P623,A1330,1,98,3,0,3,0.38,33,0,0,0,3,0,0,0,0,0,0,0,0,3,32.7,3
P623,A1356,1,78,3,0,3,0.38,26,0,0,0,2,0,1,0,0,0,0,0,0,3,26,3
P623,A1214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P623,A1198,1,20,1,0,1,0.12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,20,1
P623,A1464,2,0,1,0,1,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
P767,A1358,1,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
P767,A1475,2,8,12,0,12,0.04,1,0,0,0,6,4,0,0,2,0,0,0,0,12,1.3,6
P767,A1576,1,52,1,0,1,0,52,0,0,0,0,0,0,0,1,0,0,0,0,1,52,0
P767,A1356,1,81,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
P767,A1229,4,351,36,0,36,0.11,10,0,0,0,15,0,6,0,1,0,2,12,0,36,16.7,21
P767,A1214,9,981,281,0,281,0.85,3,0,1,4,195,28,11,0,18,9,5,9,1,281,4.8,206
P767,A1325,2,419,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0
P767,A1187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P712,A1462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P712,A1219,1,300,5,0,5,0.56,60,0,0,1,1,0,0,0,0,0,0,3,0,5,300,1
P712,A1330,1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
P712,A1273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P712,A1356,1,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
P712,A1229,1,0,1,0,1,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P712,A1325,1,18,1,0,1,0.11,18,0,0,0,0,0,0,0,0,1,0,0,0,1,18,0
P712,A1141,1,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
P712,A1190,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P712,A1587,1,10,1,0,1,0.11,10,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0
P712,A1327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P712,A1596,1,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
P712,A1472,1,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
P712,A1296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P712,A1568,1,86,1,0,1,0.11,86,0,0,0,1,0,0,0,0,0,0,0,0,1,86,1
P712,A1480,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
P145,A1217,1,0,2,0,2,0.02,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
P145,A1372,2,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
P145,A1208,5,2642,125,5,130,0.98,20,0,0,2,100,3,3,0,8,9,0,5,0,130,25.7,103
P145,A1431,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
P698,A1330,1,870,38,1,39,0.59,22,0,0,0,16,5,14,0,0,2,0,0,2,39,29,30
P698,A1432,1,1080,25,0,25,0.38,43,0,0,1,11,6,1,0,2,2,0,2,0,25,90,12
P283,A1211,2,329,2,1,3,1,110,0,0,1,1,0,0,0,0,1,0,0,0,3,329,1
P510,A1441,1,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
P510,A1483,3,426,3,0,3,0.17,142,0,0,0,2,0,0,0,0,1,0,0,0,3,213,2
P510,A1141,3,36,8,0,8,0.44,4,0,0,0,1,0,2,0,0,5,0,0,0,8,12,3
P510,A1352,2,169,2,0,2,0.11,84,0,0,0,0,0,0,0,2,0,0,0,0,2,169,0
P510,A1508,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
P510,A1480,3,22,5,0,5,0.28,4,0,0,1,0,0,1,0,1,2,0,0,0,5,22,1
P774,A1171,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
P774,A1358,4,175,1,0,1,0.04,175,0,0,0,0,0,0,0,0,1,0,0,0,1,175,0
P774,A1229,5,490,23,1,24,0.92,20,0,0,0,11,2,1,0,0,1,1,8,0,24,40.8,12
P774,A1267,1,0,0,1,1,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P774,A1211,1,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
P595,A1559,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
P595,A1475,2,421,7,0,7,0.5,60,0,0,1,1,1,0,0,0,4,0,0,0,7,421,1
P595,A1356,1,0,1,0,1,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P595,A1101,3,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
P595,A1325,5,112,6,0,6,0.43,19,0,0,0,1,0,0,0,1,4,0,0,0,6,112,1
P297,A1358,1,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
P297,A1458,9,660,12,4,16,1,41,0,0,0,6,1,0,0,0,7,1,0,1,16,110,6
P297,A1318,3,118,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
P177,A1110,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
P177,A1318,1,13,3,0,3,1,4,0,0,0,1,0,1,0,0,0,1,0,0,3,6.5,2
P773,A1542,1,36,2,0,2,1,18,0,0,0,0,0,2,0,0,0,0,0,0,2,18,2
P466,A1229,3,83,9,1,10,0.77,8,0,0,0,5,1,0,0,0,0,1,3,0,10,16.6,5
P466,A1318,2,21,3,0,3,0.23,7,0,0,0,0,0,2,0,0,0,1,0,0,3,10.5,2
P436,A1171,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
P436,A1330,2,200,24,1,25,0.58,8,0,0,0,4,5,8,0,0,6,1,1,0,25,16.7,12
P436,A1356,1,0,4,0,4,0.09,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4
P436,A1587,1,50,14,0,14,0.33,4,0,0,0,3,5,1,0,0,2,1,2,0,14,12.5,4
P637,A1171,2,43,4,1,5,0.14,9,0,0,1,0,0,3,0,1,0,0,0,0,5,14.3,3
P637,A1259,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
P637,A1217,1,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
P637,A1478,2,135,1,0,1,0.03,135,0,0,0,0,0,0,0,0,1,0,0,0,1,135,0
P637,A1475,2,7,2,0,2,0.06,4,0,0,0,1,0,1,0,0,0,0,0,0,2,3.5,2
P637,A1330,2,95,2,0,2,0.06,48,0,0,0,0,1,0,0,0,0,0,1,0,2,95,0
P637,A1106,2,9,1,0,1,0.03,9,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0
P637,A1101,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
P637,A1229,1,1459,9,0,9,0.25,162,0,0,0,6,0,0,0,0,0,0,0,3,9,243.2,6
P637,A1516,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
P637,A1325,1,12,2,0,2,0.06,6,0,0,0,2,0,0,0,0,0,0,0,0,2,6,2
P637,A1349,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
P637,A1537,3,90,6,0,6,0.17,15,0,0,0,2,4,0,0,0,0,0,0,0,6,45,2
P637,A1112,1,0,2,0,2,0.06,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
P637,A1211,1,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
P637,A1432,1,8,1,0,1,0.03,8,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0
P637,A1523,1,9,1,0,1,0.03,9,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0
P637,A1508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P637,A1431,1,11,4,0,4,0.11,3,0,0,0,2,1,0,0,0,0,0,1,0,4,5.5,2
P315,A1581,3,542,28,0,28,0.27,19,0,0,0,5,11,0,0,5,5,0,1,1,28,108.4,5
P315,A1460,2,323,71,1,72,0.69,4,21,0,1,17,6,3,0,3,10,1,8,2,72,16.1,20
P315,A1382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P315,A1318,1,0,1,0,1,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P315,A1401,1,0,2,0,2,0.02,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
P405,A1581,1,0,1,0,1,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P405,A1475,1,0,1,0,1,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
P405,A1214,1,67,4,0,4,0.03,17,0,0,0,4,0,0,0,0,0,0,0,0,4,16.8,4
P405,A1325,2,212,2,0,2,0.02,106,0,0,0,0,1,0,0,0,1,0,0,0,2,212,0
P405,A1537,1,54,2,0,2,0.02,27,0,0,0,0,0,0,0,1,1,0,0,0,2,54,0
P405,A1460,1,212,91,0,91,0.79,2,33,0,2,24,3,1,0,6,11,0,11,0,91,8.5,25
P405,A1382,2,120,2,0,2,0.02,60,0,0,0,0,0,1,0,1,0,0,0,0,2,120,1
P405,A1253,1,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
P405,A1431,1,161,1,0,1,0.01,161,0,0,0,1,0,0,0,0,0,0,0,0,1,161,1
P405,A1566,1,0,1,0,1,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P405,A1318,1,0,5,0,5,0.04,0,0,0,0,1,0,1,0,0,2,0,1,0,5,0,2
P405,A1401,1,0,2,0,2,0.02,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
P208,A1222,1,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
P208,A1502,1,47,1,0,1,0.05,47,0,0,0,0,1,0,0,0,0,0,0,0,1,47,0
P208,A1372,1,36,1,0,1,0.05,36,0,0,0,0,0,1,0,0,0,0,0,0,1,36,1
P208,A1412,1,66,1,0,1,0.05,66,0,0,0,1,0,0,0,0,0,0,0,0,1,66,1
P208,A1106,1,14,1,0,1,0.05,14,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0
P208,A1557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P208,A1283,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
P208,A1279,1,71,12,0,12,0.63,6,0,0,0,4,4,1,0,2,1,0,0,0,12,14.2,5
P208,A1431,1,0,1,0,1,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P208,A1169,1,4,2,0,2,0.11,2,0,0,0,1,1,0,0,0,0,0,0,0,2,4,1
P208,A1210,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
P415,A1217,3,16,3,0,3,0.11,5,0,0,0,0,1,0,0,0,2,0,0,0,3,16,0
P415,A1208,4,492,19,1,20,0.71,25,0,0,1,7,1,0,0,4,6,0,1,0,20,70.3,7
P415,A1214,1,23,5,0,5,0.18,5,0,0,0,3,0,0,0,2,0,0,0,0,5,7.7,3
P415,A1349,1,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
P730,A1559,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
P730,A1478,1,44,1,0,1,1,44,0,0,0,0,1,0,0,0,0,0,0,0,1,44,0
P385,A1358,1,32,1,0,1,0.33,32,0,0,0,0,0,0,0,1,0,0,0,0,1,32,0
P385,A1229,1,48,2,0,2,0.67,24,0,0,0,2,0,0,0,0,0,0,0,0,2,24,2
P385,A1178,1,102,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
P385,A1318,1,64,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
P571,A1227,1,0,1,0,1,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P571,A1508,3,88,12,0,12,0.57,7,0,0,0,6,0,0,0,2,2,0,2,0,12,14.7,6
P571,A1525,1,0,7,0,7,0.33,0,0,0,0,0,0,0,0,5,2,0,0,0,7,0,0
P571,A1401,1,0,1,0,1,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
------------app---------------
apID,apDom,apSLAC,apDRC,apCritTr,apWebCmp,apMblCmp,apMFCmp,apPHI,apPCI,apPII,apSecurRiskCls,WebLyrs,DynCodeScn
A1374,K,3,1,Tier 3,No,No,Yes,Yes,No,No,High,No,No
A1298,K,,3,Tier 3,No,No,Yes,Yes,No,No,Moderate,No,No
A1357,,4,4,Tier 4,No,No,Yes,No,No,Yes,Moderate,No,No
A1271,,4,4,Tier 4,Yes,No,No,No,No,Yes,High,No,No
A1204,,4,4,Tier 4,No,No,Yes,No,No,No,Low,No,No
A1333,,,4,Tier 4,No,No,Yes,No,No,No,Low,No,No
A1155,M,3,1,Tier 3,No,No,Yes,Yes,No,Yes,Moderate,No,No
A1171,M,1,1,Tier 1,No,No,Yes,No,No,Yes,High,Yes,No
A1258,M,,3,Tier 3,No,No,Yes,No,No,Yes,Moderate,No,No
A1319,E,2,2,Tier 2,Yes,No,Yes,No,No,No,High,No,No
A1585,U,3,3,Tier 3,No,No,Yes,No,No,No,High,No,No
A1367,U,3,3,Tier 3,Yes,No,Yes,No,No,No,Moderate,No,No
A1148,M,2,2,Tier 2,No,No,Yes,No,No,No,Moderate,No,No
A1259,M,3,1,Tier 3,No,No,Yes,Yes,No,Yes,High,Yes,No
A1510,M,1,1,Tier 1,No,No,Yes,No,No,Yes,High,No,No
A1462,P,4,2,Tier 2,No,No,No,No,No,No,High,No,No
A1317,,,3,,no,,no,No,No,No,Low,No,No
A1563,U,3,3,Tier 3,No,No,Yes,Yes,No,No,High,No,No
A1203,,,3,,no,,no,No,No,No,Low,No,No
A1207,M,3,3,Tier 3,No,No,Yes,No,No,Yes,Moderate,No,No
A1167,F,3,3,Tier 3,No,No,Yes,Yes,No,No,High,No,No
A1368,B,2,1,Tier 2,Yes,No,Yes,Yes,No,Yes,High,No,No
A1195,I,,1,Tier 2,No,No,Yes,No,No,No,High,No,No
A1228,M,3,3,Tier 3,No,No,Yes,No,No,Yes,Moderate,Yes,No
A1308,I,4,4,Tier 4,Yes,,Yes,No,No,No,High,No,No
A1545,,3,3,Tier 3,Yes,No,No,No,No,No,High,No,No
A1309,M,3,1,Tier 3,No,No,Yes,No,No,No,High,Yes,No
A1225,F,,3,Tier 3,No,No,Yes,Yes,No,Yes,High,No,No
A1134,,,4,,no,,no,Yes,No,No,Moderate,No,No
A1136,B,2,2,Tier 2,Yes,No,Yes,Yes,No,Yes,High,No,No
A1529,M,3,1,Tier 3,No,No,Yes,No,No,Yes,Moderate,No,No
A1552,E,,2,Tier 2,Yes,No,No,No,No,No,Moderate,No,No
A1407,B,2,1,Tier 2,Yes,No,Yes,Yes,No,No,High,Yes,No
A1366,B,1,1,Tier 1,Yes,No,Yes,No,No,No,High,Yes,No
A1217,P,2,1,Tier 2,Yes,No,No,No,No,No,Moderate,Yes,Yes
A1540,E,,3,,yes,,no,No,No,No,Low,No,No
A1184,,,4,,no,,no,No,No,No,Low,No,No
A1238,E,,4,Tier 4,Yes,No,No,No,No,No,Low,No,No
A1512,U,,2,,no,,yes,Yes,No,No,Moderate,No,No
A1110,F,1,1,Tier 1,Yes,No,Yes,Yes,No,No,High,Yes,No
A1290,F,2,2,Tier 2,Yes,N/A,Yes,Yes,No,No,High,No,No
A1209,E,1,1,Tier 1,Yes,No,Yes,No,No,No,High,No,No
A1222,L,2,2,Tier 2,No,No,Yes,No,No,Yes,High,No,No
A1415,U,,,,no,,yes,Yes,No,No,Moderate,No,No
A1519,U,,1,Tier 2,No,No,Yes,Yes,No,No,High,No,No
A1340,U,2,2,Tier 2,No,No,Yes,Yes,No,No,High,No,No
A1332,O,2,2,Tier 2,No,N/A,Yes,Yes,No,No,Moderate,No,No
A1188,A,3,3,Tier 3,Yes,No,Yes,Yes,No,No,High,No,No
A1301,B,4,4,Tier 4,Yes,No,No,No,No,No,Low,No,Yes
A1502,F,1,1,Tier 1,No,No,Yes,Yes,No,No,High,Yes,No
A1526,B,1,1,Tier 1,Yes,No,Yes,Yes,No,No,High,Yes,Yes
A1390,L,3,1,Tier 3,No,N/A,Yes,Yes,No,No,Moderate,No,No
A1441,A,2,1,Tier 2,No,No,Yes,Yes,No,No,High,Yes,No
A1551,P,,3,,no,,no,Yes,No,No,Moderate,No,No
A1481,,,3,,no,,no,Yes,No,No,Moderate,No,No
A1506,L,1,1,Tier 1,No,No,Yes,Yes,No,No,High,Yes,No
A1115,,,,,no,,no,No,No,No,Low,No,No
A1373,N,3,3,Tier 3,Yes,No,Yes,Yes,No,No,High,No,No
A1126,DD,2,2,Tier 2,No,No,Yes,Yes,No,No,Moderate,No,No
A1387,,3,2,Tier 3,Yes,No,Yes,No,No,No,Moderate,No,Yes
A1165,E,1,1,Tier 1,Yes,No,Yes,No,No,Yes,High,Yes,No
A1465,,3,2,Tier 3,No,No,Yes,No,No,Yes,High,No,No
A1541,M,3,3,Tier 3,Yes,No,Yes,No,No,No,Moderate,No,No
A1237,,,,,no,,no,No,No,No,Low,No,No
A1371,A,2,2,Tier 2,No,No,Yes,No,No,No,High,Yes,No
A1372,O,2,1,Tier 2,No,No,Yes,No,No,No,High,Yes,No
A1256,F,,3,,no,,yes,Yes,No,No,Moderate,No,No
A1581,E,3,3,Tier 3,Yes,No,No,No,No,No,High,No,No
A1358,L,1,1,Tier 1,No,No,Yes,Yes,No,No,High,Yes,No
A1559,P,1,1,Tier 1,Yes,No,Yes,No,No,No,High,Yes,No
A1232,P,3,3,Tier 3,No,No,Yes,No,No,No,Moderate,No,No
